response_id,task,duration,offer,outcome,price,rtb,social_proof,answer
R_3k0UVKBGGdwIFCh,6,3 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,leading researchers,1
R_3k0UVKBGGdwIFCh,7,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,professional athletes,1
R_3k0UVKBGGdwIFCh,8,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,a program created just for you,leading researchers,1
R_3k0UVKBGGdwIFCh,9,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",professional athletes,1
R_3k5sjUe9xu2LqHg,1,6 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",scientific evidence,1
R_3k5sjUe9xu2LqHg,10,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3k5sjUe9xu2LqHg,11,6 months,help you lead a better life,changing your sleep mindset,$20/month,the support of a community of people just like you,professional athletes,1
R_3k5sjUe9xu2LqHg,12,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,scientific evidence,1
R_3k5sjUe9xu2LqHg,2,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,scientific evidence,1
R_3k5sjUe9xu2LqHg,3,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,1
R_3k5sjUe9xu2LqHg,4,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,cognitive behavioral therapy,leading researchers,1
R_3k5sjUe9xu2LqHg,5,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,a program created just for you,leading researchers,1
R_3k5sjUe9xu2LqHg,6,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_3k5sjUe9xu2LqHg,7,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,a program created just for you,scientific evidence,1
R_3k5sjUe9xu2LqHg,8,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,daily text messages from a coach,professional athletes,1
R_3k5sjUe9xu2LqHg,9,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",professional athletes,1
R_3k6BZVWeCz0ZSCc,1,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,a method that has helped thousands,2
R_3k6BZVWeCz0ZSCc,10,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,scientific evidence,2
R_3k6BZVWeCz0ZSCc,11,6 months,help you sleep without more pills,changing your sleep mindset,$20/month,daily text messages from a coach,professional athletes,3
R_3k6BZVWeCz0ZSCc,12,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,a method that has helped thousands,3
R_3k6BZVWeCz0ZSCc,2,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,the support of a community of people just like you,a method that has helped thousands,2
R_3k6BZVWeCz0ZSCc,3,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",professional athletes,2
R_3k6BZVWeCz0ZSCc,4,12 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,scientific evidence,2
R_3k6BZVWeCz0ZSCc,5,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,professional athletes,2
R_3k6BZVWeCz0ZSCc,6,12 months,improve your health for the long-run,changing your sleep mindset,$30/month,"personalized, human coaching",scientific evidence,2
R_3k6BZVWeCz0ZSCc,7,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",a method that has helped thousands,2
R_3k6BZVWeCz0ZSCc,8,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,professional athletes,2
R_3k6BZVWeCz0ZSCc,9,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",professional athletes,2
R_3kAQljkHxX4lVbB,1,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_3kAQljkHxX4lVbB,10,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,professional athletes,1
R_3kAQljkHxX4lVbB,11,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,scientific evidence,1
R_3kAQljkHxX4lVbB,12,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",professional athletes,1
R_3kAQljkHxX4lVbB,2,12 months,help you sleep without more pills,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",leading researchers,1
R_3kAQljkHxX4lVbB,3,6 months,help you lead a better life,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3kAQljkHxX4lVbB,4,12 months,help you sleep without more pills,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3kAQljkHxX4lVbB,5,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,daily text messages from a coach,leading researchers,1
R_3kAQljkHxX4lVbB,6,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,professional athletes,1
R_3kAQljkHxX4lVbB,7,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",professional athletes,1
R_3kAQljkHxX4lVbB,8,3 months,help you sleep without more pills,changing your sleep mindset,$30/month,daily text messages from a coach,a method that has helped thousands,1
R_3kAQljkHxX4lVbB,9,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",scientific evidence,1
R_3kBB80Uy0HABiSa,1,6 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,scientific evidence,1
R_3kBB80Uy0HABiSa,10,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_3kBB80Uy0HABiSa,11,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,cognitive behavioral therapy,professional athletes,1
R_3kBB80Uy0HABiSa,12,12 months,help you lead a better life,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",leading researchers,1
R_3kBB80Uy0HABiSa,2,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",leading researchers,1
R_3kBB80Uy0HABiSa,3,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,a program created just for you,a method that has helped thousands,1
R_3kBB80Uy0HABiSa,4,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,"personalized, human coaching",scientific evidence,1
R_3kBB80Uy0HABiSa,5,6 months,help you sleep without more pills,changing your sleep mindset,$20/month,daily text messages from a coach,professional athletes,1
R_3kBB80Uy0HABiSa,6,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",professional athletes,1
R_3kBB80Uy0HABiSa,7,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_3kBB80Uy0HABiSa,8,6 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,a program created just for you,professional athletes,1
R_3kBB80Uy0HABiSa,9,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",professional athletes,1
R_3KBdnZd0GiLG2TL,1,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,a method that has helped thousands,2
R_3KBdnZd0GiLG2TL,10,3 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",professional athletes,3
R_3KBdnZd0GiLG2TL,11,3 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,3
R_3KBdnZd0GiLG2TL,12,3 months,improve your health for the long-run,changing your sleep mindset,$30/month,"personalized, human coaching",leading researchers,3
R_3KBdnZd0GiLG2TL,2,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,a program created just for you,scientific evidence,1
R_3KBdnZd0GiLG2TL,3,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,daily text messages from a coach,leading researchers,2
R_3KBdnZd0GiLG2TL,4,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",professional athletes,3
R_3KBdnZd0GiLG2TL,5,3 months,improve your sleep sustainably,changing your sleep mindset,$20/month,the support of a community of people just like you,professional athletes,2
R_3KBdnZd0GiLG2TL,6,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,scientific evidence,1
R_3KBdnZd0GiLG2TL,7,6 months,help you lead a better life,changing your sleep mindset,$40/month,"unique daily games, challenges and exercises",leading researchers,2
R_3KBdnZd0GiLG2TL,8,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,leading researchers,2
R_3KBdnZd0GiLG2TL,9,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,a program created just for you,scientific evidence,3
R_3kCbZvc6gLTLosg,1,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,professional athletes,1
R_3kCbZvc6gLTLosg,10,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",scientific evidence,2
R_3kCbZvc6gLTLosg,11,6 months,help you lead a better life,changing your sleep mindset,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3kCbZvc6gLTLosg,12,12 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,2
R_3kCbZvc6gLTLosg,2,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,leading researchers,1
R_3kCbZvc6gLTLosg,3,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,a method that has helped thousands,2
R_3kCbZvc6gLTLosg,4,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,scientific evidence,1
R_3kCbZvc6gLTLosg,5,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",leading researchers,1
R_3kCbZvc6gLTLosg,6,3 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,leading researchers,1
R_3kCbZvc6gLTLosg,7,3 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3kCbZvc6gLTLosg,8,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,daily text messages from a coach,professional athletes,1
R_3kCbZvc6gLTLosg,9,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,a program created just for you,leading researchers,1
R_3kCmNbrNUoOmbdm,1,3 months,improve your sleep sustainably,changing your sleep mindset,$40/month,a program created just for you,scientific evidence,1
R_3kCmNbrNUoOmbdm,10,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,the support of a community of people just like you,a method that has helped thousands,4
R_3kCmNbrNUoOmbdm,11,3 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",leading researchers,2
R_3kCmNbrNUoOmbdm,12,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,a program created just for you,professional athletes,1
R_3kCmNbrNUoOmbdm,2,3 months,improve your sleep sustainably,changing your sleep mindset,$30/month,the support of a community of people just like you,scientific evidence,1
R_3kCmNbrNUoOmbdm,3,3 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,scientific evidence,1
R_3kCmNbrNUoOmbdm,4,3 months,improve your sleep sustainably,empowering you to take back your sleep habits,$40/month,a program created just for you,scientific evidence,1
R_3kCmNbrNUoOmbdm,5,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,the support of a community of people just like you,scientific evidence,3
R_3kCmNbrNUoOmbdm,6,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,daily text messages from a coach,a method that has helped thousands,1
R_3kCmNbrNUoOmbdm,7,3 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,professional athletes,4
R_3kCmNbrNUoOmbdm,8,3 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,1
R_3kCmNbrNUoOmbdm,9,3 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,3
R_3kG8aZY42qaKD4q,1,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,a program created just for you,scientific evidence,1
R_3kG8aZY42qaKD4q,10,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3kG8aZY42qaKD4q,11,3 months,improve your sleep sustainably,changing your sleep mindset,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3kG8aZY42qaKD4q,12,12 months,improve your sleep sustainably,changing your sleep mindset,$20/month,"personalized, human coaching",a method that has helped thousands,1
R_3kG8aZY42qaKD4q,2,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3kG8aZY42qaKD4q,3,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3kG8aZY42qaKD4q,4,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,a program created just for you,leading researchers,1
R_3kG8aZY42qaKD4q,5,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,the support of a community of people just like you,leading researchers,1
R_3kG8aZY42qaKD4q,6,6 months,improve your health for the long-run,changing your sleep mindset,$30/month,cognitive behavioral therapy,scientific evidence,1
R_3kG8aZY42qaKD4q,7,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,the support of a community of people just like you,professional athletes,1
R_3kG8aZY42qaKD4q,8,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,leading researchers,1
R_3kG8aZY42qaKD4q,9,12 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"personalized, human coaching",leading researchers,1
R_3KGB5IwtYqtBLAl,1,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,"personalized, human coaching",professional athletes,1
R_3KGB5IwtYqtBLAl,10,12 months,help you lead a better life,changing your sleep mindset,$40/month,"personalized, human coaching",a method that has helped thousands,1
R_3KGB5IwtYqtBLAl,11,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,the support of a community of people just like you,a method that has helped thousands,1
R_3KGB5IwtYqtBLAl,12,3 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",a method that has helped thousands,1
R_3KGB5IwtYqtBLAl,2,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,the support of a community of people just like you,scientific evidence,1
R_3KGB5IwtYqtBLAl,3,12 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3KGB5IwtYqtBLAl,4,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_3KGB5IwtYqtBLAl,5,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,leading researchers,1
R_3KGB5IwtYqtBLAl,6,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,a program created just for you,a method that has helped thousands,1
R_3KGB5IwtYqtBLAl,7,6 months,improve your health for the long-run,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,a method that has helped thousands,2
R_3KGB5IwtYqtBLAl,8,12 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",a method that has helped thousands,1
R_3KGB5IwtYqtBLAl,9,3 months,improve your health for the long-run,changing your sleep mindset,$20/month,the support of a community of people just like you,a method that has helped thousands,1
R_3kGuoj2v6tuebyo,1,3 months,help you lead a better life,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,a method that has helped thousands,2
R_3kGuoj2v6tuebyo,10,3 months,help you lead a better life,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,leading researchers,2
R_3kGuoj2v6tuebyo,11,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,a program created just for you,a method that has helped thousands,2
R_3kGuoj2v6tuebyo,12,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",professional athletes,2
R_3kGuoj2v6tuebyo,2,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",scientific evidence,2
R_3kGuoj2v6tuebyo,3,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,scientific evidence,2
R_3kGuoj2v6tuebyo,4,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,a program created just for you,scientific evidence,2
R_3kGuoj2v6tuebyo,5,3 months,improve your sleep sustainably,changing your sleep mindset,$20/month,cognitive behavioral therapy,leading researchers,2
R_3kGuoj2v6tuebyo,6,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,scientific evidence,2
R_3kGuoj2v6tuebyo,7,12 months,improve your health for the long-run,breaking bad habits and creating new routines,$30/month,cognitive behavioral therapy,scientific evidence,2
R_3kGuoj2v6tuebyo,8,6 months,improve your sleep sustainably,changing your sleep mindset,$40/month,"personalized, human coaching",professional athletes,2
R_3kGuoj2v6tuebyo,9,12 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,leading researchers,2
R_3KHF3a0nQM872Be,1,6 months,improve your sleep sustainably,changing your sleep mindset,$40/month,cognitive behavioral therapy,scientific evidence,1
R_3KHF3a0nQM872Be,10,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",a method that has helped thousands,2
R_3KHF3a0nQM872Be,11,3 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,"personalized, human coaching",scientific evidence,2
R_3KHF3a0nQM872Be,12,6 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,"unique daily games, challenges and exercises",professional athletes,2
R_3KHF3a0nQM872Be,2,12 months,help you sleep without more pills,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,professional athletes,2
R_3KHF3a0nQM872Be,3,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",a method that has helped thousands,2
R_3KHF3a0nQM872Be,4,3 months,help you sleep without more pills,changing your sleep mindset,$40/month,the support of a community of people just like you,a method that has helped thousands,2
R_3KHF3a0nQM872Be,5,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,professional athletes,3
R_3KHF3a0nQM872Be,6,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",scientific evidence,2
R_3KHF3a0nQM872Be,7,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,scientific evidence,3
R_3KHF3a0nQM872Be,8,12 months,help you lead a better life,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,professional athletes,1
R_3KHF3a0nQM872Be,9,12 months,help you sleep without more pills,changing your sleep mindset,$40/month,a program created just for you,scientific evidence,2
R_3kHyuWDm0wQ9BuJ,1,3 months,improve your health for the long-run,changing your sleep mindset,$30/month,"personalized, human coaching",professional athletes,2
R_3kHyuWDm0wQ9BuJ,10,3 months,help you sleep without more pills,changing your sleep mindset,$20/month,cognitive behavioral therapy,scientific evidence,2
R_3kHyuWDm0wQ9BuJ,11,6 months,improve your health for the long-run,changing your sleep mindset,$20/month,a program created just for you,leading researchers,2
R_3kHyuWDm0wQ9BuJ,12,6 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",leading researchers,2
R_3kHyuWDm0wQ9BuJ,2,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$40/month,the support of a community of people just like you,leading researchers,2
R_3kHyuWDm0wQ9BuJ,3,6 months,improve your sleep sustainably,changing your sleep mindset,$20/month,daily text messages from a coach,a method that has helped thousands,2
R_3kHyuWDm0wQ9BuJ,4,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,cognitive behavioral therapy,a method that has helped thousands,2
R_3kHyuWDm0wQ9BuJ,5,3 months,help you lead a better life,changing your sleep mindset,$30/month,a program created just for you,a method that has helped thousands,2
R_3kHyuWDm0wQ9BuJ,6,12 months,improve your health for the long-run,changing your sleep mindset,$20/month,"personalized, human coaching",scientific evidence,2
R_3kHyuWDm0wQ9BuJ,7,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,"personalized, human coaching",a method that has helped thousands,2
R_3kHyuWDm0wQ9BuJ,8,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,cognitive behavioral therapy,leading researchers,2
R_3kHyuWDm0wQ9BuJ,9,12 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,"unique daily games, challenges and exercises",professional athletes,2
R_3KI3tzik0MWXNBN,1,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3KI3tzik0MWXNBN,10,6 months,improve your health for the long-run,changing your sleep mindset,$30/month,"personalized, human coaching",professional athletes,1
R_3KI3tzik0MWXNBN,11,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,professional athletes,1
R_3KI3tzik0MWXNBN,12,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,"personalized, human coaching",scientific evidence,1
R_3KI3tzik0MWXNBN,2,6 months,help you sleep without more pills,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",a method that has helped thousands,1
R_3KI3tzik0MWXNBN,3,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,a program created just for you,scientific evidence,1
R_3KI3tzik0MWXNBN,4,6 months,help you sleep without more pills,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3KI3tzik0MWXNBN,5,3 months,help you lead a better life,empowering you to take back your sleep habits,$20/month,cognitive behavioral therapy,scientific evidence,1
R_3KI3tzik0MWXNBN,6,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,"unique daily games, challenges and exercises",scientific evidence,1
R_3KI3tzik0MWXNBN,7,12 months,improve your sleep sustainably,changing your sleep mindset,$30/month,"unique daily games, challenges and exercises",leading researchers,1
R_3KI3tzik0MWXNBN,8,12 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$30/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3KI3tzik0MWXNBN,9,12 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,a program created just for you,scientific evidence,1
R_3KIMur2vhb0G3yp,1,6 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",professional athletes,1
R_3KIMur2vhb0G3yp,10,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$40/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3KIMur2vhb0G3yp,11,6 months,help you lead a better life,changing your sleep mindset,$20/month,daily text messages from a coach,scientific evidence,1
R_3KIMur2vhb0G3yp,12,6 months,improve your sleep sustainably,breaking bad habits and creating new routines,$20/month,cognitive behavioral therapy,professional athletes,1
R_3KIMur2vhb0G3yp,2,3 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,a program created just for you,a method that has helped thousands,1
R_3KIMur2vhb0G3yp,3,6 months,improve your health for the long-run,changing your sleep mindset,$20/month,cognitive behavioral therapy,a method that has helped thousands,1
R_3KIMur2vhb0G3yp,4,12 months,help you lead a better life,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",leading researchers,1
R_3KIMur2vhb0G3yp,5,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,the support of a community of people just like you,a method that has helped thousands,1
R_3KIMur2vhb0G3yp,6,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,leading researchers,1
R_3KIMur2vhb0G3yp,7,6 months,help you lead a better life,changing your sleep mindset,$30/month,a program created just for you,a method that has helped thousands,1
R_3KIMur2vhb0G3yp,8,6 months,improve your health for the long-run,changing your sleep mindset,$30/month,"personalized, human coaching",a method that has helped thousands,1
R_3KIMur2vhb0G3yp,9,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,"personalized, human coaching",leading researchers,1
R_3kM4ncasr7JLz6o,1,3 months,improve your health for the long-run,changing your sleep mindset,$30/month,a program created just for you,scientific evidence,2
R_3kM4ncasr7JLz6o,10,3 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,cognitive behavioral therapy,a method that has helped thousands,2
R_3kM4ncasr7JLz6o,11,3 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$30/month,daily text messages from a coach,scientific evidence,2
R_3kM4ncasr7JLz6o,12,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"personalized, human coaching",professional athletes,2
R_3kM4ncasr7JLz6o,2,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$30/month,"unique daily games, challenges and exercises",scientific evidence,2
R_3kM4ncasr7JLz6o,3,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$40/month,the support of a community of people just like you,professional athletes,2
R_3kM4ncasr7JLz6o,4,12 months,help you sleep without more pills,changing your sleep mindset,$40/month,the support of a community of people just like you,professional athletes,2
R_3kM4ncasr7JLz6o,5,3 months,improve your health for the long-run,empowering you to take back your sleep habits,$20/month,a program created just for you,a method that has helped thousands,2
R_3kM4ncasr7JLz6o,6,12 months,improve your health for the long-run,changing your sleep mindset,$40/month,"personalized, human coaching",professional athletes,2
R_3kM4ncasr7JLz6o,7,12 months,help you lead a better life,breaking bad habits and creating new routines,$20/month,"unique daily games, challenges and exercises",scientific evidence,2
R_3kM4ncasr7JLz6o,8,3 months,help you lead a better life,changing your sleep mindset,$40/month,a program created just for you,professional athletes,2
R_3kM4ncasr7JLz6o,9,6 months,improve your sleep sustainably,changing your sleep mindset,$40/month,the support of a community of people just like you,scientific evidence,2
R_3kmLaLIFJcMVLbn,1,6 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$30/month,daily text messages from a coach,a method that has helped thousands,1
R_3kmLaLIFJcMVLbn,10,6 months,improve your health for the long-run,empowering you to take back your sleep habits,$40/month,"personalized, human coaching",scientific evidence,1
R_3kmLaLIFJcMVLbn,11,6 months,improve your sleep sustainably,empowering you to take back your sleep habits,$30/month,"personalized, human coaching",a method that has helped thousands,1
R_3kmLaLIFJcMVLbn,12,6 months,give you the energy to unlock your fullest potential,changing your sleep mindset,$20/month,"unique daily games, challenges and exercises",professional athletes,1
R_3kmLaLIFJcMVLbn,2,6 months,give you the energy to unlock your fullest potential,breaking bad habits and creating new routines,$20/month,daily text messages from a coach,scientific evidence,1
R_3kmLaLIFJcMVLbn,3,6 months,help you sleep without more pills,changing your sleep mindset,$30/month,"personalized, human coaching",a method that has helped thousands,1
R_3kmLaLIFJcMVLbn,4,12 months,improve your sleep sustainably,empowering you to take back your sleep habits,$20/month,the support of a community of people just like you,scientific evidence,1
R_3kmLaLIFJcMVLbn,5,12 months,give you the energy to unlock your fullest potential,empowering you to take back your sleep habits,$20/month,a program created just for you,professional athletes,1
