response_id,d_urban,s_gender,s_race,d_education,s_hhincome,s_problem,m1_philosophy_1,m1_philosophy_2,m1_philosophy_3,m1_philosophy_4,m1_philosophy_5,m1_philosophy_6,m1_philosophy_7,m1_philosophy_8,m1_philosophy_9,m2_attitudes_1,m2_attitudes_2,m2_attitudes_3,m2_attitudes_4,m2_attitudes_5,m2_attitudes_6,m2_attitudes_7,m2_attitudes_8,m2_attitudes_9,m2_attitudes_10,m2_attitudes_11,m2_awareness_apps_1,m2_awareness_apps_4,m2_awareness_apps_5,m2_awareness_apps_6,m2_awareness_apps_7,m2_awareness_apps_8,m2_awareness_apps_9,m2_awareness_apps_10,m2_awareness_apps_11,m2_awareness_apps_12,m2_awareness_apps_13,m2_awareness_apps_14,hours,source_1,source_4,source_5,source_6,source_7,source_8,source_9,source_10,source_11,source_12,source_13,source_14,source_15,source_16,source_17,behavior_1,behavior_4,behavior_5,behavior_6,behavior_7,behavior_8,behavior_9,behavior_10,behavior_11,behavior_12,behavior_13,behavior_14,behavior_15,behavior_16,behavior_a_1,behavior_a_2,behavior_a_3,behavior_a_4,behavior_a_5,behavior_a_6,behavior_a_7,behavior_a_8,behavior_a_9,behavior_a_10,behavior_a_11,behavior_a_12,behavior_a_13,behavior_a_14,interst_cbt,past_coach,interest_coach,d_marital,d_h_hnumber,d_parent,d_child_infant,d_child_young,d_child_older,d_politics,d_political_view,d_employment,d_work_schedule,d_work_hours,s_region,s_age,weights
R_1CD6WNARtc1cKaQ,2,2,5,9,3,2,4,3,3,4,4,4,5,4,3,5,5,5,3,3,4,3,4,5,4,5,1,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,2,NA,3,2,3,5,1,2,NA,NA,NA,2,3,1,2,3,WEST,31-45,0.5742779968209855
R_XpKAeb4AC83dBYd,1,2,5,2,1,2,3,3,3,4,4,2,4,4,4,3,4,4,3,4,3,4,5,4,4,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,3,NA,NA,NA,2,2,2,5,1,1,1,2,1,NA,5,2,2,1,MIDWEST,18-30,0.7920439851800973
R_3aUVIKESTlc0bux,2,2,5,4,2,3,2,2,3,3,3,3,3,3,5,4,4,3,2,4,5,4,4,3,5,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,4,5,2,1,1,2,2,4,4,2,2,2,NORTHEAST,18-30,0.4335042645591129
R_1E3Vdyd5ghhL0Tv,1,2,4,4,1,3,3,4,3,4,2,3,4,4,3,5,4,4,3,4,4,4,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,2,3,NA,NA,NA,2,2,NA,NA,2,2,2,1,3,1,1,1,3,NA,4,2,1,2,MIDWEST,31-45,0.9130619561441633
R_bfrF57We4g6Voel,1,1,5,8,4,2,5,5,5,4,5,4,5,4,5,5,5,5,4,5,5,4,5,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,2,2,2,4,5,1,1,2,SOUTH,31-45,0.9367589329457665
R_29n1QLB8UagPqay,1,1,1,5,1,1,5,5,4,4,5,4,4,3,4,5,5,5,3,4,5,4,4,5,3,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,5,1,2,NA,NA,NA,1,1,1,1,3,MIDWEST,18-30,1.3885698678430651
R_2tJCv2xcvhIkQi9,2,1,5,5,2,2,5,5,5,5,3,3,4,3,4,3,5,4,5,3,5,3,4,4,3,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,2,1,2,1,3,1,3,2,2,4,2,2,2,2,SOUTH,18-30,0.8640563506845224
R_d6JmC5PXrM8FY8p,1,2,2,4,2,1,3,3,4,3,2,3,3,3,2,3,3,3,3,2,3,3,2,2,3,3,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,3,NA,NA,NA,NA,2,1,2,1,2,1,2,1,1,2,1,1,1,3,NORTHEAST,31-45,1.028054733286647
R_3hm4S6irs6n18MC,1,1,5,9,4,3,5,4,4,4,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,2,1,3,1,1,2,2,5,1,1,1,3,NORTHEAST,31-45,0.5926978705337719
R_0SQn8uuAEHjFqet,2,1,3,8,2,2,5,1,4,3,5,3,5,5,4,5,5,3,2,4,4,5,5,5,4,4,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,1,2,NA,NA,NA,1,1,2,1,2,WEST,18-30,3.088050404717042
R_ULq8QlESLtnPZ6h,1,2,5,9,4,1,5,4,5,3,4,3,4,5,4,5,4,3,4,5,4,3,4,5,4,5,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,3,1,3,2,2,5,5,1,1,2,WEST,31-45,0.5124665464817516
R_eVdvn5bVdhOeGit,1,2,5,4,2,2,5,1,3,4,1,4,5,5,5,5,5,5,5,5,5,5,4,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,3,3,NA,3,4,NA,NA,NA,NA,NA,NA,2,NA,2,2,3,1,3,1,1,1,3,3,3,1,1,3,SOUTH,31-45,0.7227945864191394
R_2CCwAIWfhWvOTY4,2,2,4,4,2,2,5,1,3,5,3,4,4,4,4,5,4,3,4,3,3,4,5,3,5,2,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,3,NA,2,NA,NA,NA,2,NA,NA,3,NA,3,2,2,5,2,2,NA,NA,NA,6,1,9,NA,NA,MIDWEST,18-30,0.5377807691777358
R_2eRn0cq3PqZgy5N,1,1,5,9,4,1,4,4,5,5,4,4,5,5,5,5,4,5,4,5,4,5,4,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,1,3,1,4,5,1,1,3,NORTHEAST,31-45,0.5926978705337719
R_1Lv9PWN0CqcNbJo,1,1,5,4,4,2,4,5,4,5,5,5,5,4,4,5,4,5,4,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,1,1,1,1,3,1,3,3,3,4,3,1,2,1,SOUTH,31-45,0.9367589329457665
R_3g709mX14kg6rjL,2,2,5,6,2,1,4,4,4,4,3,4,5,5,3,3,3,5,4,2,2,4,4,2,2,3,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,1,1,1,2,1,2,3,2,5,5,1,1,2,WEST,31-45,0.49866258510152844
R_27f0XOdIqh9yzSi,1,2,3,5,2,3,3,3,2,3,3,3,4,4,3,5,5,5,1,2,3,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,5,2,1,1,1,2,NA,1,1,2,2,SOUTH,31-45,3.7442540833539772
R_3qOP3eVW4zrBqzB,2,2,5,2,2,3,3,4,3,3,2,3,4,3,5,4,4,4,4,4,4,4,4,3,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,2,5,5,2,1,1,2,1,4,3,7,NA,NA,MIDWEST,31-45,0.5191685807146951
R_OuKiWkMVFvBw1tT,1,1,5,8,4,1,4,5,5,5,4,5,4,4,4,5,5,4,4,5,5,4,4,4,4,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,5,2,1,1,2,WEST,31-45,0.646278541506403
R_2ymDUMHA0iVUnJH,2,2,5,4,2,2,4,2,3,4,4,4,4,4,4,4,5,5,4,3,4,5,4,4,5,4,1,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,NA,NA,NA,1,1,2,2,1,NORTHEAST,31-45,0.45732023163825486
R_3JIVTmN1BahzBHs,1,2,1,2,1,1,5,5,3,4,4,4,4,5,5,5,4,5,4,4,5,4,5,5,4,5,NA,1,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,1,2,1,5,1,2,NA,NA,NA,2,3,4,NA,NA,SOUTH,31-45,1.6171378819955464
R_12rqoEJmUBEKdvp,2,1,5,3,4,3,3,4,3,5,5,3,4,4,4,4,5,3,4,3,4,5,4,3,4,2,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,5,2,2,NA,NA,NA,1,1,2,2,1,MIDWEST,18-30,0.6378143898561666
R_2YtR1G4oG9xWoVm,2,2,5,5,3,3,4,1,4,4,2,2,2,4,5,5,5,4,2,4,4,4,4,5,5,3,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,6,2,2,NA,NA,NA,2,2,1,1,2,MIDWEST,31-45,0.5978934483013717
R_1NqpDod8lkww4Hm,2,2,3,2,3,2,3,3,3,3,3,4,4,3,3,4,4,4,4,4,4,3,4,4,3,3,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,2,2,2,1,3,1,1,2,2,2,3,7,NA,NA,SOUTH,31-45,4.312019387096234
R_301uRTFHGyY03UI,1,2,5,6,4,2,4,2,3,3,3,4,4,4,4,5,5,5,2,3,3,4,4,3,2,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,5,1,2,NA,NA,NA,3,3,2,2,2,NORTHEAST,31-45,0.4699797553413296
R_2UhMsSQElvveN4D,1,1,2,8,4,1,2,2,5,5,4,4,4,4,5,5,4,5,5,4,3,3,4,5,2,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2,NA,NA,2,1,2,1,3,1,3,1,1,5,5,1,2,3,NORTHEAST,31-45,1.3323833258554447
R_1Cxaj11PUgHZ1yP,2,2,5,5,2,1,3,2,3,2,3,3,2,2,2,3,3,2,3,3,3,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,5,3,5,5,2,1,1,2,1,3,3,1,2,3,NORTHEAST,31-45,0.45732023163825486
R_28IC9KTYQSfXHKM,1,2,5,4,3,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,2,1,1,3,1,2,2,1,1,1,4,NA,NA,NORTHEAST,31-45,0.5266666366746853
R_3hDUIqjK01yk5Sq,2,2,1,4,3,2,2,4,2,4,2,4,2,5,4,5,4,4,5,4,4,4,2,4,5,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,1,2,3,2,1,1,2,2,2,1,1,1,3,SOUTH,18-30,1.0969010789350708
R_2trk5J33ziLbFki,1,2,5,8,4,1,5,4,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,NA,1,1,1,1,NA,1,NA,NA,NA,1,NA,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,3,1,2,2,2,2,1,1,1,3,WEST,31-45,0.5124665464817516
R_3DndlZQvfZWmiL5,1,2,5,9,4,2,4,5,4,5,4,5,5,4,5,5,4,5,4,5,4,5,4,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,1,3,1,3,2,2,4,5,1,1,2,SOUTH,31-45,0.7428029625332865
R_3CJEP1MhYMLPxJe,2,2,5,2,2,3,4,2,4,3,3,4,2,3,4,5,5,5,2,5,4,4,4,4,2,4,1,NA,NA,1,1,NA,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,NA,NA,3,3,NA,NA,2,2,NA,NA,3,2,NA,NA,NA,2,2,2,5,2,1,1,2,2,3,3,4,NA,NA,NORTHEAST,31-45,0.45732023163825486
R_SC8GXv4qBnbRfs5,1,1,5,6,4,1,5,5,4,4,5,4,3,4,3,4,4,3,3,4,2,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,5,1,2,NA,NA,NA,2,3,3,NA,NA,SOUTH,31-45,0.9367589329457665
R_2dSG2CQSzkM7I6Q,1,2,5,4,3,1,3,3,3,2,3,3,4,5,3,5,5,5,4,5,5,5,4,4,2,4,1,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,2,1,5,3,1,2,2,1,6,3,1,1,3,SOUTH,31-45,0.8323965735615076
R_20OQaUaLAK9trrY,3,2,5,6,1,2,5,1,3,2,2,3,5,5,5,5,5,2,1,5,5,5,3,3,4,4,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,NA,1,1,1,NA,NA,1,1,1,NA,NA,4,3,3,NA,3,4,4,NA,NA,2,2,4,NA,1,2,1,5,1,2,NA,NA,NA,2,2,9,NA,NA,NORTHEAST,31-45,0.7360178617029789
R_x3B7jh8AkzLRq8N,1,2,4,2,2,3,1,3,1,3,3,4,5,5,5,5,5,5,2,5,5,5,3,4,5,2,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,3,2,5,1,2,2,NA,NA,NA,3,3,1,1,3,SOUTH,18-30,0.7487067651645853
R_2UXe98d38qAoXb2,1,1,5,5,2,2,3,4,2,4,2,3,4,5,3,3,5,2,4,3,1,3,4,3,1,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,2,4,5,1,2,NA,NA,NA,2,2,1,1,2,WEST,18-30,0.596120366147678
R_2CH3bTEAZ6kB7NW,2,1,5,8,3,2,5,2,4,5,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,2,1,2,1,1,2,1,1,1,1,1,3,NORTHEAST,31-45,0.6641864686523854
R_uwu1778xVDtnkxH,1,2,5,2,4,2,4,1,3,5,2,3,3,3,3,5,4,3,4,4,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,2,2,4,NA,4,1,NA,NA,NA,2,NA,NA,NA,4,2,5,3,1,2,NA,NA,NA,2,2,1,1,2,NORTHEAST,31-45,0.4699797553413296
R_7NA7hFV5tC8oHRL,1,1,5,6,4,2,5,5,4,4,4,5,4,4,5,5,5,4,4,4,5,4,4,5,2,5,NA,1,1,NA,1,1,1,1,1,1,1,NA,3,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,1,1,1,1,3,1,3,2,2,4,5,1,1,2,NORTHEAST,31-45,0.5926978705337719
R_246l2NglEjF0rfL,1,1,5,6,4,2,5,4,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,5,3,5,NA,1,1,NA,1,1,1,NA,1,1,1,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1,NA,1,NA,1,1,NA,NA,1,1,NA,NA,NA,1,2,NA,1,NA,1,2,NA,NA,2,1,NA,NA,1,1,1,1,3,1,3,2,2,4,5,1,1,2,NORTHEAST,31-45,0.5926978705337719
R_30pCjtieMwzbf0a,1,2,5,8,2,2,4,1,4,5,5,5,5,5,3,5,5,5,1,4,5,5,5,5,1,5,1,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,1,NA,NA,NA,2,NA,3,3,NA,NA,NA,3,3,NA,3,NA,2,2,4,6,2,2,NA,NA,NA,1,1,1,2,3,SOUTH,31-45,0.7227945864191394
R_12GxDEJqesSZ4xk,2,1,5,6,2,2,4,3,4,4,5,3,3,3,4,5,4,5,3,4,5,4,4,2,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,2,1,5,4,1,1,2,NORTHEAST,31-45,0.5767327727704975
R_3kM4ncasr7JLz6o,2,1,5,6,3,3,4,2,3,3,3,3,4,4,3,5,5,5,3,4,3,4,4,3,4,4,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,5,1,2,NA,NA,NA,1,1,1,1,3,MIDWEST,31-45,0.754011570896177
R_23gjejwfUVeMApQ,1,2,5,4,3,1,4,5,5,4,4,4,4,5,5,4,5,4,4,5,4,4,4,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,1,2,2,1,2,1,1,2,1,2,2,7,NA,NA,SOUTH,31-45,0.8323965735615076
R_1KpbLcNaF2O0ANR,2,2,5,5,1,3,4,1,4,5,2,3,5,5,4,5,5,4,2,4,4,5,3,4,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,3,2,2,NA,NA,NA,2,2,5,NA,NA,WEST,46-64,1.3421926186850606
R_Qn7htceWQrwQk8N,1,1,5,9,4,1,3,2,4,3,2,2,3,4,3,5,3,3,2,3,2,3,2,4,2,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,4,1,1,1,2,SOUTH,31-45,0.9367589329457665
R_3P7d8xhc3i2hU0T,1,2,5,6,4,1,5,5,4,4,4,5,4,4,5,5,4,5,4,5,4,5,4,5,4,5,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,1,1,1,1,3,1,3,3,3,4,5,1,1,3,WEST,31-45,0.5124665464817516
